ID,Context utterance,Target,Question,Choices,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
116,"Okay , can I ask you something direct ?",Ha ! It's not like you've ever been one to beat around the bush .,What is the intended meaning of the target?,"['Yes', ""You've always asked direct"", ""You're a direct person"", 'You never come to the point']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Okay , can I ask you something direct ?
Target sentence: Ha ! It's not like you've ever been one to beat around the bush .
Question: What is the intended meaning of the target?
Choices:

1. Yes
2. You've always asked direct
3. You're a direct person
4. You never come to the point
 The correct answer is:","[('Yes', 0.3783893287181854), (""You've always asked direct"", 0.48586151003837585), (""You're a direct person"", 0.06575420498847961), ('You never come to the point', 0.06999499350786209)]","[('Yes', 0.0001113835969590582), (""You've always asked direct"", 0.11838887631893158), (""You're a direct person"", 0.6603201627731323), ('You never come to the point', 0.2211795449256897)]",You've always asked direct,You're a direct person
117,What do you think of the coming match ?,Winning is a piece of cake to me .,What is the intended meaning of the target?,"['I think I will win the coming match', 'For me winning is easy', 'I always win', 'I just winned a piece of cake']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What do you think of the coming match ?
Target sentence: Winning is a piece of cake to me .
Question: What is the intended meaning of the target?
Choices:

1. I think I will win the coming match
2. For me winning is easy
3. I always win
4. I just winned a piece of cake
 The correct answer is:","[('I think I will win the coming match', 0.2741498351097107), ('For me winning is easy', 0.5121793150901794), ('I always win', 0.057464927434921265), ('I just winned a piece of cake', 0.15620587766170502)]","[('I think I will win the coming match', 0.6895313262939453), ('For me winning is easy', 0.08235277235507965), ('I always win', 0.01114523597061634), ('I just winned a piece of cake', 0.21697065234184265)]",For me winning is easy,I think I will win the coming match
118,Where is John ? I can't find him anywhere .,Haven't you heard that he is in prison ?,What is the intended meaning of the target?,"[""You can't find him because he is in prison"", ""I don't know if you are aware that he is in prison"", 'You should know that he is in prison', ""I don't know if you've heard from anyone from prison""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Where is John ? I can't find him anywhere .
Target sentence: Haven't you heard that he is in prison ?
Question: What is the intended meaning of the target?
Choices:

1. You can't find him because he is in prison
2. I don't know if you are aware that he is in prison
3. You should know that he is in prison
4. I don't know if you've heard from anyone from prison
 The correct answer is:","[(""You can't find him because he is in prison"", 0.36238646507263184), (""I don't know if you are aware that he is in prison"", 0.36238646507263184), ('You should know that he is in prison', 0.141912579536438), (""I don't know if you've heard from anyone from prison"", 0.13331453502178192)]","[(""You can't find him because he is in prison"", 0.2826171815395355), (""I don't know if you are aware that he is in prison"", 0.38629186153411865), ('You should know that he is in prison', 0.2870677411556244), (""I don't know if you've heard from anyone from prison"", 0.044023264199495316)]",You can't find him because he is in prison,I don't know if you are aware that he is in prison
119,So you're learning Chinese songs ?,You can say that . I can actually sing some of them now .,What is the intended meaning of the target?,"['Yes, I can sing some Chinese songs', ""I can't sing all the songs"", 'I can sing all the songs', ""You can say that I'm a singer""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: So you're learning Chinese songs ?
Target sentence: You can say that . I can actually sing some of them now .
Question: What is the intended meaning of the target?
Choices:

1. Yes, I can sing some Chinese songs
2. I can't sing all the songs
3. I can sing all the songs
4. You can say that I'm a singer
 The correct answer is:","[('Yes, I can sing some Chinese songs', 0.24634484946727753), (""I can't sing all the songs"", 0.3584296405315399), ('I can sing all the songs', 0.3367134928703308), (""You can say that I'm a singer"", 0.05851203203201294)]","[('Yes, I can sing some Chinese songs', 0.5702058672904968), (""I can't sing all the songs"", 0.1583404392004013), ('I can sing all the songs', 0.09755071997642517), (""You can say that I'm a singer"", 0.1739029735326767)]",I can't sing all the songs,"Yes, I can sing some Chinese songs"
120,Did you get any rewards or honors in college ?,I received the scholarship 3 times on end .,What is the intended meaning of the target?,"['The scholarship is a reward', 'I received more than one scholarship', 'I received less than three scholarship', 'I received the scholarship at the end of college']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Did you get any rewards or honors in college ?
Target sentence: I received the scholarship 3 times on end .
Question: What is the intended meaning of the target?
Choices:

1. The scholarship is a reward
2. I received more than one scholarship
3. I received less than three scholarship
4. I received the scholarship at the end of college
 The correct answer is:","[('The scholarship is a reward', 0.21333195269107819), ('I received more than one scholarship', 0.4516237676143646), ('I received less than three scholarship', 0.06112062931060791), ('I received the scholarship at the end of college', 0.2739236652851105)]","[('The scholarship is a reward', 0.2546270191669464), ('I received more than one scholarship', 0.11299005150794983), ('I received less than three scholarship', 0.021564530208706856), ('I received the scholarship at the end of college', 0.6108184456825256)]",I received more than one scholarship,I received the scholarship at the end of college
121,The weekend's finally here !,And it's a long one . I have Monday off . It's Memorial Day or something like that .,What is the intended meaning of the target?,"['The weekend will last one more day', ""Next Monday is off because it's Memorial Day"", 'Every Monday is off', 'There is a holiday similar to memorial day on Monday']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: The weekend's finally here !
Target sentence: And it's a long one . I have Monday off . It's Memorial Day or something like that .
Question: What is the intended meaning of the target?
Choices:

1. The weekend will last one more day
2. Next Monday is off because it's Memorial Day
3. Every Monday is off
4. There is a holiday similar to memorial day on Monday
 The correct answer is:","[('The weekend will last one more day', 0.1436605304479599), (""Next Monday is off because it's Memorial Day"", 0.6853660345077515), ('Every Monday is off', 0.0722370445728302), ('There is a holiday similar to memorial day on Monday', 0.09873634576797485)]","[('The weekend will last one more day', 0.25979888439178467), (""Next Monday is off because it's Memorial Day"", 0.39000433683395386), ('Every Monday is off', 0.016608387231826782), ('There is a holiday similar to memorial day on Monday', 0.3335883915424347)]",Next Monday is off because it's Memorial Day,Next Monday is off because it's Memorial Day
122,Is this your first year in college ?,I transferred from another school .,What is the intended meaning of the target?,"['This is not my first year', 'I studied in another school', 'This is my first school', 'I just moved to a new city']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Is this your first year in college ?
Target sentence: I transferred from another school .
Question: What is the intended meaning of the target?
Choices:

1. This is not my first year
2. I studied in another school
3. This is my first school
4. I just moved to a new city
 The correct answer is:","[('This is not my first year', 0.29330340027809143), ('I studied in another school', 0.5147634744644165), ('This is my first school', 0.10790028423070908), ('I just moved to a new city', 0.0840328261256218)]","[('This is not my first year', 0.8113059401512146), ('I studied in another school', 0.004824201576411724), ('This is my first school', 0.04722366854548454), ('I just moved to a new city', 0.13664621114730835)]",I studied in another school,This is not my first year
123,What are the good sights to see in Beijing ?,"Well , I know you are interested in architecture , so you should't miss the Temple of Heaven , and the Great wall is a must too .",What is the intended meaning of the target?,"['The Temple of Heaven and the Great wall are two best architectural places in Beijing', 'I suggest you to visit the Temple of Heaven and the Great wall ', 'The Temple of Heaven is near the Great wall', 'You can only visit the Great wall after seeing the Temple of Heaven']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What are the good sights to see in Beijing ?
Target sentence: Well , I know you are interested in architecture , so you should't miss the Temple of Heaven , and the Great wall is a must too .
Question: What is the intended meaning of the target?
Choices:

1. The Temple of Heaven and the Great wall are two best architectural places in Beijing
2. I suggest you to visit the Temple of Heaven and the Great wall 
3. The Temple of Heaven is near the Great wall
4. You can only visit the Great wall after seeing the Temple of Heaven
 The correct answer is:","[('The Temple of Heaven and the Great wall are two best architectural places in Beijing', 0.25053444504737854), ('I suggest you to visit the Temple of Heaven and the Great wall ', 0.4680599570274353), ('The Temple of Heaven is near the Great wall', 0.18329490721225739), ('You can only visit the Great wall after seeing the Temple of Heaven', 0.09811069816350937)]","[('The Temple of Heaven and the Great wall are two best architectural places in Beijing', 0.36675482988357544), ('I suggest you to visit the Temple of Heaven and the Great wall ', 0.3391927480697632), ('The Temple of Heaven is near the Great wall', 0.12874305248260498), ('You can only visit the Great wall after seeing the Temple of Heaven', 0.1653093546628952)]",I suggest you to visit the Temple of Heaven and the Great wall ,The Temple of Heaven and the Great wall are two best architectural places in Beijing
124,Can you read what this says ?,"Yes , and you could too if your hair wasn't hanging down in your face .",What is the intended meaning of the target?,"[""You can't see because of your long hair"", 'You have long hair', 'You should cut your hair', 'Your hair is perfect']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Can you read what this says ?
Target sentence: Yes , and you could too if your hair wasn't hanging down in your face .
Question: What is the intended meaning of the target?
Choices:

1. You can't see because of your long hair
2. You have long hair
3. You should cut your hair
4. Your hair is perfect
 The correct answer is:","[(""You can't see because of your long hair"", 0.20706382393836975), ('You have long hair', 0.43835413455963135), ('You should cut your hair', 0.2830227017402649), ('Your hair is perfect', 0.0715593472123146)]","[(""You can't see because of your long hair"", 0.5378604531288147), ('You have long hair', 0.04279191046953201), ('You should cut your hair', 0.14030928909778595), ('Your hair is perfect', 0.27903833985328674)]",You have long hair,You can't see because of your long hair
125,"Most of our customers are foreigners . How many foreign languages can you speak , Elizabeth ?",Two . French and Spanish .,What is the intended meaning of the target?,"['French and Spanish are not my native languages', 'French is my native language', 'Spanish is my native language', 'I speak two languages']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Most of our customers are foreigners . How many foreign languages can you speak , Elizabeth ?
Target sentence: Two . French and Spanish .
Question: What is the intended meaning of the target?
Choices:

1. French and Spanish are not my native languages
2. French is my native language
3. Spanish is my native language
4. I speak two languages
 The correct answer is:","[('French and Spanish are not my native languages', 0.12220484763383865), ('French is my native language', 0.29315420985221863), ('Spanish is my native language', 0.10131137818098068), ('I speak two languages', 0.48332956433296204)]","[('French and Spanish are not my native languages', 0.6907484531402588), ('French is my native language', 0.17739887535572052), ('Spanish is my native language', 0.11817312985658646), ('I speak two languages', 0.013679531402885914)]",I speak two languages,French and Spanish are not my native languages
126,"Hi David , this is Marge . Can you meet me after work for a few minutes ?",Sure ! How about the coffee shop right across the street from my office ?,What is the intended meaning of the target?,"['We could meet at the coffee shop', 'I would like to know what you think about the coffee shop', 'A new coffee shop open in front of my office', 'I like the coffee shop near my office']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hi David , this is Marge . Can you meet me after work for a few minutes ?
Target sentence: Sure ! How about the coffee shop right across the street from my office ?
Question: What is the intended meaning of the target?
Choices:

1. We could meet at the coffee shop
2. I would like to know what you think about the coffee shop
3. A new coffee shop open in front of my office
4. I like the coffee shop near my office
 The correct answer is:","[('We could meet at the coffee shop', 0.2451963722705841), ('I would like to know what you think about the coffee shop', 0.33514368534088135), ('A new coffee shop open in front of my office', 0.21638503670692444), ('I like the coffee shop near my office', 0.2032749205827713)]","[('We could meet at the coffee shop', 0.1700822412967682), ('I would like to know what you think about the coffee shop', 0.5238901972770691), ('A new coffee shop open in front of my office', 0.11329920589923859), ('I like the coffee shop near my office', 0.1927284449338913)]",I would like to know what you think about the coffee shop,I would like to know what you think about the coffee shop
127,When can we expect you for dinner ? Can you come tonight ?,Not tonight . I promised to go to a concert with my sister .,What is the intended meaning of the target?,"[""I'm going to a concert with my sister tonight"", ""I'm going to a concert with my sister"", ""I don't know if I will go to a concert with my sister"", 'My sister wants to go to a concert']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: When can we expect you for dinner ? Can you come tonight ?
Target sentence: Not tonight . I promised to go to a concert with my sister .
Question: What is the intended meaning of the target?
Choices:

1. I'm going to a concert with my sister tonight
2. I'm going to a concert with my sister
3. I don't know if I will go to a concert with my sister
4. My sister wants to go to a concert
 The correct answer is:","[(""I'm going to a concert with my sister tonight"", 0.1371692717075348), (""I'm going to a concert with my sister"", 0.2407395839691162), (""I don't know if I will go to a concert with my sister"", 0.42251110076904297), ('My sister wants to go to a concert', 0.1995801031589508)]","[(""I'm going to a concert with my sister tonight"", 0.23472703993320465), (""I'm going to a concert with my sister"", 0.2384234517812729), (""I don't know if I will go to a concert with my sister"", 0.2921225130558014), ('My sister wants to go to a concert', 0.23472703993320465)]",I don't know if I will go to a concert with my sister,I don't know if I will go to a concert with my sister
128,"Let me guess , your parents want you to marry a Chinese man , right ?",You are right . It is giving me a real headache . I feel like I ’ m between a rock and a hard place .,What is the intended meaning of the target?,"[""I am in an awkward situation, because I don't want to marry a Chinese man"", 'I am in an awkward situation', ""I don't know what to do"", 'I am in a dangerous place']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Let me guess , your parents want you to marry a Chinese man , right ?
Target sentence: You are right . It is giving me a real headache . I feel like I ’ m between a rock and a hard place .
Question: What is the intended meaning of the target?
Choices:

1. I am in an awkward situation, because I don't want to marry a Chinese man
2. I am in an awkward situation
3. I don't know what to do
4. I am in a dangerous place
 The correct answer is:","[(""I am in an awkward situation, because I don't want to marry a Chinese man"", 0.43192094564437866), ('I am in an awkward situation', 0.3811689019203186), (""I don't know what to do"", 0.09053555130958557), ('I am in a dangerous place', 0.09637459367513657)]","[(""I am in an awkward situation, because I don't want to marry a Chinese man"", 0.5859317779541016), ('I am in an awkward situation', 0.02740439586341381), (""I don't know what to do"", 0.37830600142478943), ('I am in a dangerous place', 0.00835786759853363)]","I am in an awkward situation, because I don't want to marry a Chinese man","I am in an awkward situation, because I don't want to marry a Chinese man"
129,"Daniel , what are you doing here ? Aren't you supposed to be at school now ?",The same question to you .,What is the intended meaning of the target?,"['You are not in the school either', 'I ask you the same question you asked me', 'They asked us the same question', 'I asked myself the same question']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Daniel , what are you doing here ? Aren't you supposed to be at school now ?
Target sentence: The same question to you .
Question: What is the intended meaning of the target?
Choices:

1. You are not in the school either
2. I ask you the same question you asked me
3. They asked us the same question
4. I asked myself the same question
 The correct answer is:","[('You are not in the school either', 0.18715396523475647), ('I ask you the same question you asked me', 0.32846543192863464), ('They asked us the same question', 0.2723073959350586), ('I asked myself the same question', 0.2120732218027115)]","[('You are not in the school either', 0.11076533049345016), ('I ask you the same question you asked me', 0.4380853772163391), ('They asked us the same question', 0.17700248956680298), ('I asked myself the same question', 0.27414682507514954)]",I ask you the same question you asked me,I ask you the same question you asked me
130,I wish I had access to the public library .,it's easy ! Just go and get a card .,What is the intended meaning of the target?,"['You need a card to have access to the library', ""You don't have a card yet"", 'You already have a card', 'I have a card']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I wish I had access to the public library .
Target sentence: it's easy ! Just go and get a card .
Question: What is the intended meaning of the target?
Choices:

1. You need a card to have access to the library
2. You don't have a card yet
3. You already have a card
4. I have a card
 The correct answer is:","[('You need a card to have access to the library', 0.23921146988868713), (""You don't have a card yet"", 0.5390713810920715), ('You already have a card', 0.12804067134857178), ('I have a card', 0.09367655962705612)]","[('You need a card to have access to the library', 0.42327409982681274), (""You don't have a card yet"", 0.41671183705329895), ('You already have a card', 0.0887230709195137), ('I have a card', 0.0712909922003746)]",You don't have a card yet,You need a card to have access to the library
131,You can take this car into consideration . It works well and its price is reasonable .,I was not born yesterday .,What is the intended meaning of the target?,"['This car is not a good deal', ""I'm wiser than you think"", ""I'm older than you think"", 'Yesterday was not my birthday']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: You can take this car into consideration . It works well and its price is reasonable .
Target sentence: I was not born yesterday .
Question: What is the intended meaning of the target?
Choices:

1. This car is not a good deal
2. I'm wiser than you think
3. I'm older than you think
4. Yesterday was not my birthday
 The correct answer is:","[('This car is not a good deal', 0.09256170690059662), (""I'm wiser than you think"", 0.4148327708244324), (""I'm older than you think"", 0.12651684880256653), ('Yesterday was not my birthday', 0.3660886287689209)]","[('This car is not a good deal', 0.4951595067977905), (""I'm wiser than you think"", 0.17112255096435547), (""I'm older than you think"", 0.11399219185113907), ('Yesterday was not my birthday', 0.21972569823265076)]",I'm wiser than you think,This car is not a good deal
132,"Hey , look at the offer I got in my e-mail . It says that I can get rich quickly while working at home !",Do you also believe in Santa Claus and the Tooth Fairy ?,What is the intended meaning of the target?,"['The e-mail offer is fake', 'You are gullible', 'You believe in the existence of fictional characters', 'You are not so smart']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hey , look at the offer I got in my e-mail . It says that I can get rich quickly while working at home !
Target sentence: Do you also believe in Santa Claus and the Tooth Fairy ?
Question: What is the intended meaning of the target?
Choices:

1. The e-mail offer is fake
2. You are gullible
3. You believe in the existence of fictional characters
4. You are not so smart
 The correct answer is:","[('The e-mail offer is fake', 0.1668878048658371), ('You are gullible', 0.22810856997966766), ('You believe in the existence of fictional characters', 0.48290586471557617), ('You are not so smart', 0.12209772318601608)]","[('The e-mail offer is fake', 0.5232053995132446), ('You are gullible', 0.03790087252855301), ('You believe in the existence of fictional characters', 0.40747278928756714), ('You are not so smart', 0.03142092749476433)]",You believe in the existence of fictional characters,The e-mail offer is fake
133,"Eric , how long will you be in China ?","I don't know . Well , my contract here is for one year , and I don't know what I should do after that . Maybe going around for a while .",What is the intended meaning of the target?,"['I will stay in China for at least one year', 'After a year my contract will expire', 'My contract lasts less than a year', 'My contract lasts more than a year']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Eric , how long will you be in China ?
Target sentence: I don't know . Well , my contract here is for one year , and I don't know what I should do after that . Maybe going around for a while .
Question: What is the intended meaning of the target?
Choices:

1. I will stay in China for at least one year
2. After a year my contract will expire
3. My contract lasts less than a year
4. My contract lasts more than a year
 The correct answer is:","[('I will stay in China for at least one year', 0.2068493813276291), ('After a year my contract will expire', 0.4962058961391449), ('My contract lasts less than a year', 0.12546049058437347), ('My contract lasts more than a year', 0.17148417234420776)]","[('I will stay in China for at least one year', 0.851818323135376), ('After a year my contract will expire', 0.07214105874300003), ('My contract lasts less than a year', 0.03861432150006294), ('My contract lasts more than a year', 0.037426285445690155)]",After a year my contract will expire,I will stay in China for at least one year
134,I've been sitting here for a few minutes . I'm waiting for someone to put gas in my car .,"I'm sorry , sir . But this is the self-service pump .",What is the intended meaning of the target?,"['You have to put gas in the car by yourself', 'There is no service attendant', 'There is also a served pump', 'There is no served pump']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I've been sitting here for a few minutes . I'm waiting for someone to put gas in my car .
Target sentence: I'm sorry , sir . But this is the self-service pump .
Question: What is the intended meaning of the target?
Choices:

1. You have to put gas in the car by yourself
2. There is no service attendant
3. There is also a served pump
4. There is no served pump
 The correct answer is:","[('You have to put gas in the car by yourself', 0.2563057243824005), ('There is no service attendant', 0.2904324531555176), ('There is also a served pump', 0.2124849259853363), ('There is no served pump', 0.24077695608139038)]","[('You have to put gas in the car by yourself', 0.920795202255249), ('There is no service attendant', 0.048800356686115265), ('There is also a served pump', 0.02165502868592739), ('There is no served pump', 0.008749421685934067)]",There is no service attendant,You have to put gas in the car by yourself
135,"Mr . Wilson , here's a present for you .","Oh , you are so nice . What a lovely scarf .",What is the intended meaning of the target?,"['The present is a scarf', 'I like the scarf', ""I don't like the scarf"", 'You are wearing a scarf']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mr . Wilson , here's a present for you .
Target sentence: Oh , you are so nice . What a lovely scarf .
Question: What is the intended meaning of the target?
Choices:

1. The present is a scarf
2. I like the scarf
3. I don't like the scarf
4. You are wearing a scarf
 The correct answer is:","[('The present is a scarf', 0.3412775993347168), ('I like the scarf', 0.4382091164588928), (""I don't like the scarf"", 0.05930515378713608), ('You are wearing a scarf', 0.1612081229686737)]","[('The present is a scarf', 0.34817060828208923), ('I like the scarf', 0.09975255280733109), (""I don't like the scarf"", 0.4612511098384857), ('You are wearing a scarf', 0.09082572907209396)]",I like the scarf,I don't like the scarf
136,What are you thinking about ?,About my boyfriend .,What is the intended meaning of the target?,"[""I'm thinking about my boyfriend"", 'I have a boyfriend', ""I don't have a boyfriend"", 'I would like to have a boyfriend']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What are you thinking about ?
Target sentence: About my boyfriend .
Question: What is the intended meaning of the target?
Choices:

1. I'm thinking about my boyfriend
2. I have a boyfriend
3. I don't have a boyfriend
4. I would like to have a boyfriend
 The correct answer is:","[(""I'm thinking about my boyfriend"", 0.5515281558036804), ('I have a boyfriend', 0.22991113364696503), (""I don't have a boyfriend"", 0.07011894136667252), ('I would like to have a boyfriend', 0.14844179153442383)]","[(""I'm thinking about my boyfriend"", 0.39120039343833923), ('I have a boyfriend', 0.05814674496650696), (""I don't have a boyfriend"", 0.3346114158630371), ('I would like to have a boyfriend', 0.21604138612747192)]",I'm thinking about my boyfriend,I'm thinking about my boyfriend
137,"Mom , why do chinese people like to touch my head ? sometimes they even touch my cheeks .","That is a part of chinese culture , if they think you are a lovely child , they touch your head and say , how cute you are .",What is the intended meaning of the target?,"[""Chinese people touch your head because they think you're cute"", 'Chinese people touch lovely kids head', 'Chinese culture has strange customs', ""Chinese culture dictates touching people's heads""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mom , why do chinese people like to touch my head ? sometimes they even touch my cheeks .
Target sentence: That is a part of chinese culture , if they think you are a lovely child , they touch your head and say , how cute you are .
Question: What is the intended meaning of the target?
Choices:

1. Chinese people touch your head because they think you're cute
2. Chinese people touch lovely kids head
3. Chinese culture has strange customs
4. Chinese culture dictates touching people's heads
 The correct answer is:","[(""Chinese people touch your head because they think you're cute"", 0.6260017156600952), ('Chinese people touch lovely kids head', 0.203233003616333), ('Chinese culture has strange customs', 0.06198256462812424), (""Chinese culture dictates touching people's heads"", 0.10878279060125351)]","[(""Chinese people touch your head because they think you're cute"", 0.7218987345695496), ('Chinese people touch lovely kids head', 0.08227027952671051), ('Chinese culture has strange customs', 0.06019022315740585), (""Chinese culture dictates touching people's heads"", 0.13564075529575348)]",Chinese people touch your head because they think you're cute,Chinese people touch your head because they think you're cute
138,Do you think I still fashionable in this dress ?,I think so . Blue is still very fashionable at the moment .,What is the intended meaning of the target?,"['The dress is blue', 'Blue was and still is in fashion', 'Blue just became trendy', 'Blue is no longer in fashion']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Do you think I still fashionable in this dress ?
Target sentence: I think so . Blue is still very fashionable at the moment .
Question: What is the intended meaning of the target?
Choices:

1. The dress is blue
2. Blue was and still is in fashion
3. Blue just became trendy
4. Blue is no longer in fashion
 The correct answer is:","[('The dress is blue', 0.1703232079744339), ('Blue was and still is in fashion', 0.6736413836479187), ('Blue just became trendy', 0.07558047026395798), ('Blue is no longer in fashion', 0.0804549902677536)]","[('The dress is blue', 0.11081697791814804), ('Blue was and still is in fashion', 0.20066362619400024), ('Blue just became trendy', 0.009683079086244106), ('Blue is no longer in fashion', 0.6788362860679626)]",Blue was and still is in fashion,Blue is no longer in fashion
139,Is this your brother-in-law ?,"Yes , he married my sister ten years ago .",What is the intended meaning of the target?,"['He became my brother in law when he married my sister 10 years ago', 'My sister has been married for 10 years', 'My sister has been married for less 10 years', 'My sister has been married for more 10 years']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Is this your brother-in-law ?
Target sentence: Yes , he married my sister ten years ago .
Question: What is the intended meaning of the target?
Choices:

1. He became my brother in law when he married my sister 10 years ago
2. My sister has been married for 10 years
3. My sister has been married for less 10 years
4. My sister has been married for more 10 years
 The correct answer is:","[('He became my brother in law when he married my sister 10 years ago', 0.4727383553981781), ('My sister has been married for 10 years', 0.36816900968551636), ('My sister has been married for less 10 years', 0.046807438135147095), ('My sister has been married for more 10 years', 0.11228519678115845)]","[('He became my brother in law when he married my sister 10 years ago', 0.5082729458808899), ('My sister has been married for 10 years', 0.28069499135017395), ('My sister has been married for less 10 years', 0.09402104467153549), ('My sister has been married for more 10 years', 0.11701107770204544)]",He became my brother in law when he married my sister 10 years ago,He became my brother in law when he married my sister 10 years ago
140,Can you tell Bob from Tom ?,How can I ? They're as alike as two peas in a pod .,What is the intended meaning of the target?,"['Tom and Bob are indistinguishable', 'They look very similar to each other', 'They are very different from each other', 'They look like peas']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Can you tell Bob from Tom ?
Target sentence: How can I ? They're as alike as two peas in a pod .
Question: What is the intended meaning of the target?
Choices:

1. Tom and Bob are indistinguishable
2. They look very similar to each other
3. They are very different from each other
4. They look like peas
 The correct answer is:","[('Tom and Bob are indistinguishable', 0.28563037514686584), ('They look very similar to each other', 0.28563037514686584), ('They are very different from each other', 0.10507754236459732), ('They look like peas', 0.3236616253852844)]","[('Tom and Bob are indistinguishable', 0.22202755510807037), ('They look very similar to each other', 0.3836292028427124), ('They are very different from each other', 0.3836292028427124), ('They look like peas', 0.010714001953601837)]",They look like peas,They look very similar to each other
141,Flight BE407 to Rome is delayed . Will passengers please wait in the lounge .,It's infuriating . I have to be in Rome by five .,What is the intended meaning of the target?,"['I risk not being in Rome by five', ""I can't get to Rome after five"", 'I can arrive to Rome after five', ""I can't get to Rome before five""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Flight BE407 to Rome is delayed . Will passengers please wait in the lounge .
Target sentence: It's infuriating . I have to be in Rome by five .
Question: What is the intended meaning of the target?
Choices:

1. I risk not being in Rome by five
2. I can't get to Rome after five
3. I can arrive to Rome after five
4. I can't get to Rome before five
 The correct answer is:","[('I risk not being in Rome by five', 0.11177954822778702), (""I can't get to Rome after five"", 0.12666282057762146), ('I can arrive to Rome after five', 0.6847327351570129), (""I can't get to Rome before five"", 0.07682488858699799)]","[('I risk not being in Rome by five', 0.2919011414051056), (""I can't get to Rome after five"", 0.1770469844341278), ('I can arrive to Rome after five', 0.15624341368675232), (""I can't get to Rome before five"", 0.37480849027633667)]",I can arrive to Rome after five,I can't get to Rome before five
