ID,Context utterance,Target,Question,Choices,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
83,"Most of our customers are foreigners . How many foreign languages can you speak , Elizabeth ?",Two . French and Spanish .,What is the intended meaning of the target?,"['I speak three languages', 'I speak two languages', 'I usually go home at 11:00', 'I can go home when I want']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Most of our customers are foreigners . How many foreign languages can you speak , Elizabeth ?
Target sentence: Two . French and Spanish .
Question: What is the intended meaning of the target?
Choices:

1. I speak three languages
2. I speak two languages
3. I usually go home at 11:00
4. I can go home when I want
 The correct answer is:","[('I speak three languages', 0.1449391394853592), ('I speak two languages', 0.6495721340179443), ('I usually go home at 11:00', 0.07758033275604248), ('I can go home when I want', 0.12790833413600922)]","[('I speak three languages', 0.13579969108104706), ('I speak two languages', 0.08767886459827423), ('I usually go home at 11:00', 0.48903346061706543), ('I can go home when I want', 0.2874879240989685)]",I speak two languages,I usually go home at 11:00
84,When can we expect you for dinner ? Can you come tonight ?,Not tonight . I promised to go to a concert with my sister .,What is the intended meaning of the target?,"[""I'm going to a concert with my sister"", ""I don't know if I will go to a concert with my sister"", 'My sister wants to go to a concert', ""My sister doesn't want to go to a concert""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: When can we expect you for dinner ? Can you come tonight ?
Target sentence: Not tonight . I promised to go to a concert with my sister .
Question: What is the intended meaning of the target?
Choices:

1. I'm going to a concert with my sister
2. I don't know if I will go to a concert with my sister
3. My sister wants to go to a concert
4. My sister doesn't want to go to a concert
 The correct answer is:","[(""I'm going to a concert with my sister"", 0.3167702853679657), (""I don't know if I will go to a concert with my sister"", 0.38209792971611023), ('My sister wants to go to a concert', 0.2045222967863083), (""My sister doesn't want to go to a concert"", 0.09660948812961578)]","[(""I'm going to a concert with my sister"", 0.23666009306907654), (""I don't know if I will go to a concert with my sister"", 0.2899619936943054), ('My sister wants to go to a concert', 0.23299100995063782), (""My sister doesn't want to go to a concert"", 0.2403869330883026)]",I don't know if I will go to a concert with my sister,I don't know if I will go to a concert with my sister
85,"Let me guess , your parents want you to marry a Chinese man , right ?",You are right . It is giving me a real headache . I feel like I ’ m between a rock and a hard place .,What is the intended meaning of the target?,"['I am in an awkward situation', ""I don't know what to do"", 'I am in a dangerous place', ""I'm at the hardware store""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Let me guess , your parents want you to marry a Chinese man , right ?
Target sentence: You are right . It is giving me a real headache . I feel like I ’ m between a rock and a hard place .
Question: What is the intended meaning of the target?
Choices:

1. I am in an awkward situation
2. I don't know what to do
3. I am in a dangerous place
4. I'm at the hardware store
 The correct answer is:","[('I am in an awkward situation', 0.29789406061172485), (""I don't know what to do"", 0.5228203535079956), ('I am in a dangerous place', 0.05510485917329788), (""I'm at the hardware store"", 0.12418071925640106)]","[('I am in an awkward situation', 0.062164999544620514), (""I don't know what to do"", 0.885402262210846), ('I am in a dangerous place', 0.020182019099593163), (""I'm at the hardware store"", 0.03225077688694)]",I don't know what to do,I don't know what to do
86,I wish I had access to the public library .,it's easy ! Just go and get a card .,What is the intended meaning of the target?,"[""You don't have a card yet"", 'You already have a card', 'I have a card', ""I don't have a card""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I wish I had access to the public library .
Target sentence: it's easy ! Just go and get a card .
Question: What is the intended meaning of the target?
Choices:

1. You don't have a card yet
2. You already have a card
3. I have a card
4. I don't have a card
 The correct answer is:","[(""You don't have a card yet"", 0.3454013466835022), ('You already have a card', 0.44350412487983704), ('I have a card', 0.1121354028582573), (""I don't have a card"", 0.09895914793014526)]","[(""You don't have a card yet"", 0.501624345779419), ('You already have a card', 0.10351603478193283), ('I have a card', 0.08581780642271042), (""I don't have a card"", 0.3090417981147766)]",You already have a card,You don't have a card yet
87,"Eric , how long will you be in China ?","I don't know . Well , my contract here is for one year , and I don't know what I should do after that . Maybe going around for a while .",What is the intended meaning of the target?,"['After a year my contract will expire', 'My contract lasts less than a year', 'My contract lasts more than a year', 'My contract requires me to travel']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Eric , how long will you be in China ?
Target sentence: I don't know . Well , my contract here is for one year , and I don't know what I should do after that . Maybe going around for a while .
Question: What is the intended meaning of the target?
Choices:

1. After a year my contract will expire
2. My contract lasts less than a year
3. My contract lasts more than a year
4. My contract requires me to travel
 The correct answer is:","[('After a year my contract will expire', 0.24409376084804535), ('My contract lasts less than a year', 0.3134225904941559), ('My contract lasts more than a year', 0.29443326592445374), ('My contract requires me to travel', 0.14805033802986145)]","[('After a year my contract will expire', 0.2838648855686188), ('My contract lasts less than a year', 0.1472671777009964), ('My contract lasts more than a year', 0.14273622632026672), ('My contract requires me to travel', 0.4261316657066345)]",My contract lasts less than a year,My contract requires me to travel
88,What are you thinking about ?,About my boyfriend .,What is the intended meaning of the target?,"['I have a boyfriend', ""I don't have a boyfriend"", 'I would like to have a boyfriend', ""I don't want to have a boyfirend""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What are you thinking about ?
Target sentence: About my boyfriend .
Question: What is the intended meaning of the target?
Choices:

1. I have a boyfriend
2. I don't have a boyfriend
3. I would like to have a boyfriend
4. I don't want to have a boyfirend
 The correct answer is:","[('I have a boyfriend', 0.39008525013923645), (""I don't have a boyfriend"", 0.162611722946167), ('I would like to have a boyfriend', 0.30379870533943176), (""I don't want to have a boyfirend"", 0.14350435137748718)]","[('I have a boyfriend', 0.06447383761405945), (""I don't have a boyfriend"", 0.3710213303565979), ('I would like to have a boyfriend', 0.24715347588062286), (""I don't want to have a boyfirend"", 0.3173513412475586)]",I have a boyfriend,I don't have a boyfriend
89,"Mom , why do chinese people like to touch my head ? sometimes they even touch my cheeks .","That is a part of chinese culture , if they think you are a lovely child , they touch your head and say , how cute you are .",What is the intended meaning of the target?,"[""Chinese people touch lovely kids' head"", 'Chinese culture has strange customs', ""Chinese culture dictates touching people's heads"", ""Chinese culture dictates touching kids' heads""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mom , why do chinese people like to touch my head ? sometimes they even touch my cheeks .
Target sentence: That is a part of chinese culture , if they think you are a lovely child , they touch your head and say , how cute you are .
Question: What is the intended meaning of the target?
Choices:

1. Chinese people touch lovely kids' head
2. Chinese culture has strange customs
3. Chinese culture dictates touching people's heads
4. Chinese culture dictates touching kids' heads
 The correct answer is:","[(""Chinese people touch lovely kids' head"", 0.41217881441116333), ('Chinese culture has strange customs', 0.063209667801857), (""Chinese culture dictates touching people's heads"", 0.3417082130908966), (""Chinese culture dictates touching kids' heads"", 0.1829032450914383)]","[(""Chinese people touch lovely kids' head"", 0.4022979140281677), ('Chinese culture has strange customs', 0.11891903728246689), (""Chinese culture dictates touching people's heads"", 0.2764950394630432), (""Chinese culture dictates touching kids' heads"", 0.20228809118270874)]",Chinese people touch lovely kids' head,Chinese people touch lovely kids' head
90,Do you think I still fashionable in this dress ?,I think so . Blue is still very fashionable at the moment .,What is the intended meaning of the target?,"['Blue was and still is in fashion', 'Blue just became trendy', 'Blue is no longer in fashion', 'Blue is my favourite color']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Do you think I still fashionable in this dress ?
Target sentence: I think so . Blue is still very fashionable at the moment .
Question: What is the intended meaning of the target?
Choices:

1. Blue was and still is in fashion
2. Blue just became trendy
3. Blue is no longer in fashion
4. Blue is my favourite color
 The correct answer is:","[('Blue was and still is in fashion', 0.6321569681167603), ('Blue just became trendy', 0.14105328917503357), ('Blue is no longer in fashion', 0.11693728715181351), ('Blue is my favourite color', 0.10985241085290909)]","[('Blue was and still is in fashion', 0.11599913984537125), ('Blue just became trendy', 0.005775257013738155), ('Blue is no longer in fashion', 0.4048767685890198), ('Blue is my favourite color', 0.4733489155769348)]",Blue was and still is in fashion,Blue is my favourite color
91,Is this your brother-in-law ?,"Yes , he married my sister ten years ago .",What is the intended meaning of the target?,"['My sister has been married for 10 years', 'My sister has been married for less 10 years', 'My sister has been married for more 10 years', 'My sister is not married']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Is this your brother-in-law ?
Target sentence: Yes , he married my sister ten years ago .
Question: What is the intended meaning of the target?
Choices:

1. My sister has been married for 10 years
2. My sister has been married for less 10 years
3. My sister has been married for more 10 years
4. My sister is not married
 The correct answer is:","[('My sister has been married for 10 years', 0.5799368619918823), ('My sister has been married for less 10 years', 0.14663100242614746), ('My sister has been married for more 10 years', 0.16615469753742218), ('My sister is not married', 0.1072775349020958)]","[('My sister has been married for 10 years', 0.5235624313354492), ('My sister has been married for less 10 years', 0.17813314497470856), ('My sister has been married for more 10 years', 0.22169028222560883), ('My sister is not married', 0.07661411166191101)]",My sister has been married for 10 years,My sister has been married for 10 years
92,How many people are there in your family ?,"My immediate family is very large . It's my mother , my father , my two older brothers , my younger sister and me .",What is the intended meaning of the target?,"['My family consists of 6 people', 'My family consists of 5 people', 'I have two younger brothers and an older sister', 'I have two older sisters and a younger brother']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: How many people are there in your family ?
Target sentence: My immediate family is very large . It's my mother , my father , my two older brothers , my younger sister and me .
Question: What is the intended meaning of the target?
Choices:

1. My family consists of 6 people
2. My family consists of 5 people
3. I have two younger brothers and an older sister
4. I have two older sisters and a younger brother
 The correct answer is:","[('My family consists of 6 people', 0.527741014957428), ('My family consists of 5 people', 0.2492872029542923), ('I have two younger brothers and an older sister', 0.1253494769334793), ('I have two older sisters and a younger brother', 0.09762227535247803)]","[('My family consists of 6 people', 0.27036961913108826), ('My family consists of 5 people', 0.21056407690048218), ('I have two younger brothers and an older sister', 0.2878069579601288), ('I have two older sisters and a younger brother', 0.23125939071178436)]",My family consists of 6 people,I have two younger brothers and an older sister
93,Flight BE407 to Rome is delayed . Will passengers please wait in the lounge .,It's infuriating . I have to be in Rome by five .,What is the intended meaning of the target?,"[""I can't get to Rome after five"", 'I can arrive to Rome after five', ""I can't get to Rome before five"", 'I can get to Rome whenever I want']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Flight BE407 to Rome is delayed . Will passengers please wait in the lounge .
Target sentence: It's infuriating . I have to be in Rome by five .
Question: What is the intended meaning of the target?
Choices:

1. I can't get to Rome after five
2. I can arrive to Rome after five
3. I can't get to Rome before five
4. I can get to Rome whenever I want
 The correct answer is:","[(""I can't get to Rome after five"", 0.22148500382900238), ('I can arrive to Rome after five', 0.5655817985534668), (""I can't get to Rome before five"", 0.12619836628437042), ('I can get to Rome whenever I want', 0.08673477917909622)]","[(""I can't get to Rome after five"", 0.181120827794075), ('I can arrive to Rome after five', 0.15492086112499237), (""I can't get to Rome before five"", 0.3834328055381775), ('I can get to Rome whenever I want', 0.28052544593811035)]",I can arrive to Rome after five,I can't get to Rome before five
